Unique_vin;condition;year;make;model;trim;body;transmission;state;odometer;color;interior;seller;mmr;sellingprice;sale_time;Day_of_week;sale_date;Price_category;mileage_category;Car_type
3fa6p0h7xfr151689;1;2015;Ford;Fusion;SE;Sedan;automatic;ca;4205;white;black;enterprise vehicle exchange / tra / rental / tulsa;14700;12000;15:05:00;Wed;Dec 17 2014;cheap;low_mileage;new
jn1cv6ek4dm921604;45;2013;Infiniti;G Coupe;G37 Sport;G Coupe;automatic;ca;14716;white;black;nissan infiniti lt;25900;25000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
kmhdh4ae9du490167;26;2013;Hyundai;Elantra;GLS;Sedan;automatic;ca;56651;red;beige;hyundai motor finance;10250;10700;12:00:00;Tue;Dec 16 2014;cheap;medium_mileage;new
jn1cv6ap9dm712232;35;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;26888;white;gray;nissan infiniti lt;22400;23250;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
kmhec4a48da092248;46;2013;Hyundai;Sonata Hybrid;Limited;Sedan;automatic;ca;13736;black;beige;hyundai motor america/co car;18350;17700;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1cv6ap8dm716627;36;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;23104;blue;black;nissan infiniti lt;22900;22750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
5npeb4ac5dh743407;37;2013;Hyundai;Sonata;GLS;Sedan;automatic;ca;36194;silver;gray;avis rac/san leandro;12150;13200;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jn1cv6ek1dm921866;26;2013;Infiniti;G Coupe;G37 Sport;G Coupe;automatic;ca;12735;black;black;nissan infiniti lt;26300;22500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1cv6apxdm714264;46;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;10610;white;gray;nissan infiniti lt;24400;23500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
5npeb4ac6dh743092;44;2013;Hyundai;Sonata;GLS;Sedan;automatic;ca;36991;white;beige;avis rac/san leandro;12100;13400;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
5npdh4ae7dh225536;37;2013;Hyundai;Elantra;Limited;Sedan;automatic;ca;13871;white;black;hyundai motor america/co car;15100;15900;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1cv6ap8dm715803;43;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;13273;gray;gray;nissan infiniti lt;24100;25750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
1n4al3ap3dn535427;36;2013;Nissan;Altima;2.5;Sedan;automatic;ca;37136;red;beige;avis corporation;12900;13800;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
ja4jt3aw5du020785;39;2013;Mitsubishi;Outlander;SE;SUV;automatic;ca;36071;silver;black;avis rac/san leandro;14750;15000;12:30:00;Wed;Dec 31 2014;cheap;low_mileage;new
jn1cv6ap5dm715922;36;2013;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;36931;gray;black;nissan infiniti lt;21300;22250;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
knadm4a3xd6124671;28;2013;Kia;Rio;LX;Sedan;automatic;ca;31406;silver;black;primeritus remarketing/oregon comm credit;9775;8900;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
1n4al3ap1dc259891;37;2013;Nissan;Altima;2.5;Sedan;automatic;ca;47601;black;black;merchants leasing;12600;12200;16:00:00;Tue;Dec 30 2014;cheap;medium_mileage;new
knadm4a36d6256603;4;2013;Kia;Rio;LX;Sedan;automatic;ca;36667;black;beige;avis rac/san leandro;9375;9800;12:30:00;Wed;Dec 31 2014;cheap;low_mileage;new
wddpk5ha1df065483;44;2013;Mercedes-Benz;SLK-Class;SLK350;Convertible;automatic;ca;8470;black;—;mercedes-benz finc wholesale advantage;44700;37000;04:30:00;Thu;Jan 15 2015;medium;low_mileage;new
1n4al2ep0dc231309;1;2013;Nissan;Altima;2.5 S;Coupe;automatic;ca;33985;black;black;remarketing by ge/manheim southern california;13700;8000;13:00:00;Tue;Dec 23 2014;cheap;low_mileage;new
1c4njceb2dd229860;41;2013;Jeep;Compass;Latitude;SUV;automatic;ca;32090;white;black;chrysler capital;12600;13900;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
5n1al0mm4dc337764;37;2013;Infiniti;JX;JX35;SUV;automatic;ca;37738;gray;beige;nissan infiniti lt;32000;32250;12:30:00;Wed;Dec 17 2014;medium;low_mileage;new
salak2d48da693027;44;2013;Land Rover;LR4;HSE LUX;SUV;automatic;ca;2059;gray;black;land rover north america llc;58500;42000;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
jn1cv6el5dm980105;35;2013;Infiniti;G Coupe;G37x;G Coupe;automatic;ca;10055;gray;black;nissan infiniti lt;26300;27000;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
jn1cv6ap9dm300540;43;2013;Infiniti;G Sedan;G37 Journey;G Sedan;manual;ca;21898;gray;black;nissan infiniti lt;25400;26250;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
wddng7db3da492051;44;2013;Mercedes-Benz;S-Class;S550;Sedan;automatic;ca;14557;black;black;mercedes-benz financial services;53000;51500;04:30:00;Thu;Jan 29 2015;medium;low_mileage;new
jn1cv6arxdm750005;38;2013;Infiniti;G Sedan;G37x;G Sedan;automatic;ca;46548;gray;gray;nissan infiniti lt;20700;21000;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
wddhf2eb5da710377;47;2013;Mercedes-Benz;E-Class;E350 Sport BlueTEC;Sedan;automatic;ca;28463;—;black;mercedes-benz financial services;36900;36250;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
wddgf4hb0dr255362;43;2013;Mercedes-Benz;C-Class;C250 Sport;Sedan;automatic;ca;23615;white;black;hoehn motors inc;22600;22250;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1n4al3ap0dc283888;4;2013;Nissan;Altima;2.5;Sedan;automatic;ca;39159;silver;black;enterprise vehicle exchange/orange;12800;13500;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1n4al3ap8dc261914;35;2013;Nissan;Altima;2.5;Sedan;automatic;ca;45568;black;black;merchants leasing;12550;12000;12:30:00;Wed;Dec 17 2014;cheap;medium_mileage;new
1n4al3ap3dc208697;41;2013;Nissan;Altima;2.5;Sedan;automatic;ca;21968;white;beige;nissan dealer blend/ross nissan of el monte;13650;13750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn1by1ap6dm514665;45;2013;Infiniti;M;M37;Sedan;automatic;ca;8691;black;black;nissan north america inc.;34800;33500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
ja32u2fu2du019813;28;2013;Mitsubishi;Lancer;ES;Sedan;automatic;ca;38311;red;black;avis corporation;9900;10100;11:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
5yfbu4ee9dp201867;null;2013;Toyota;Corolla;LE;Sedan;automatic;ca;30464;white;gray;hertz/tra;11650;4500;15:10:00;Wed;Dec 17 2014;cheap;low_mileage;new
1n4al3ap6dn529198;41;2013;Nissan;Altima;2.5;Sedan;automatic;ca;13675;beige;tan;nissan-infiniti lt;15150;14750;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
3vwdp7aj3dm427539;33;2013;Volkswagen;Jetta;SE PZEV;Sedan;automatic;ca;39554;black;black;avis corporation;10850;11400;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1n6ad0ev2dn761759;43;2013;Nissan;Frontier;SV;Crew Cab;automatic;ca;15240;white;gray;exeter finance corp;22000;22750;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
3vwdp7aj1dm402803;4;2013;Volkswagen;Jetta;SE PZEV;Sedan;automatic;ca;37508;black;black;avis corporation;10950;11600;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
jn8as5mt8dw001968;39;2013;Nissan;Rogue;SV;SUV;automatic;ca;32117;red;black;wells fargo dealer services;15800;15800;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
wp0aa2a73dl016450;39;2013;Porsche;Panamera;Base;Sedan;automatic;ca;12379;black;black;the hertz corporation;61000;59750;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
4t3za3bb6du074111;36;2013;Toyota;Venza;LE;Wagon;automatic;ca;38288;white;beige;avis rac/san leandro;16850;17100;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
4t3za3bb5du071636;4;2013;Toyota;Venza;LE;Wagon;automatic;ca;38759;white;beige;avis corporation;17250;17500;12:30:00;Tue;Dec 23 2014;cheap;low_mileage;new
wbalz3c5xcdl71530;38;2012;BMW;6 Series;650i;Convertible;automatic;ca;28925;white;black;financial services remarketing (lease);48500;50500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
wauggafc1cn055417;35;2012;Audi;A6;3.0T Premium quattro;Sedan;automatic;ca;36541;—;beige;high bid trading co inc;29800;29000;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaka4c54cc613856;47;2012;BMW;7 Series;740i;Sedan;automatic;ca;17189;black;—;financial services remarketing (lease);40100;25000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbafr7c59cc808346;27;2012;BMW;5 Series;535i;Sedan;automatic;ca;33760;gray;black;financial services remarketing (lease);34200;32750;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
wbaup9c54cvf46588;29;2012;BMW;1 Series;128i;Coupe;manual;ca;37168;blue;gray;financial services remarketing (lease);18100;18000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbsdx9c50ce784530;35;2012;BMW;M3;Base;Convertible;automatic;ca;25240;black;black;financial services remarketing (lease);42000;42500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
wbalz3c58cdl71784;4;2012;BMW;6 Series;650i;Convertible;automatic;ca;28606;gray;black;financial services remarketing (lease);48600;49500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
wbalz3c55cdl70821;44;2012;BMW;6 Series;650i;Convertible;automatic;ca;53404;white;—;financial services remarketing (lease);43500;43500;12:30:00;Thu;Dec 18 2014;medium;medium_mileage;new
wbalz3c5xcdl71009;34;2012;BMW;6 Series;650i;Convertible;automatic;ca;26807;black;—;financial services remarketing (lease);48700;47000;04:30:00;Thu;Jan 15 2015;medium;low_mileage;new
wbake5c53ce755730;44;2012;BMW;3 Series;328i;Coupe;automatic;ca;47581;white;off-white;financial services remarketing (lease);20900;21250;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
wbakb8c52cc962471;41;2012;bmw;750li;750li;null;automatic;ca;53746;black;black;financial services remarketing (lease);38800;39500;12:30:00;Thu;Dec 18 2014;medium;medium_mileage;new
wba3a5c50cfj88662;null;2012;BMW;3 Series;328i;Sedan;automatic;ca;57117;gray;—;onemain rem/manheim san francisco bay;22400;17500;00:00:00;Wed;Dec 17 2014;cheap;medium_mileage;new
wbalz3c58cdl72739;43;2012;BMW;6 Series;650i;Convertible;automatic;ca;30156;white;—;financial services remarketing (lease);48200;48500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
3c3cffbr5ct382578;28;2012;FIAT;500;Sport;Hatchback;manual;ca;37547;black;black;nvp remarketing;8575;8000;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
2fmdk3jc6cba33928;41;2012;Ford;Edge;SEL;SUV;automatic;ca;31495;blue;black;ford motor credit company llc pd;19550;18300;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
1g1zd5e01cf385922;38;2012;Chevrolet;Malibu;LT;Sedan;automatic;ca;67321;silver;black;the hertz corporation/gm;9400;9300;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
2fmdk3jc3cba60133;44;2012;Ford;Edge;SEL;SUV;automatic;ca;31566;blue;black;ford motor credit company llc pd;19550;19800;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
1g1pg5sc6c7268604;3;2012;Chevrolet;Cruze;2LT;Sedan;automatic;ca;57479;silver;black;the hertz corporation/gm;9275;9300;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
1fdne1bw1cdb07405;38;2012;ford;e150;wagon v8;null;automatic;ca;102647;white;gray;vpsi  inc;8575;8800;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;new
1c3cdzabxcn259189;21;2012;Dodge;Avenger;SE;Sedan;automatic;ca;49312;gray;black;dtg operations inc;8550;7000;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
1fmcu0d75cka90856;47;2012;Ford;Escape;XLT;SUV;automatic;ca;11112;white;beige;ford motor credit company llc pd;15800;17200;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
1c3ccbab4cn316982;37;2012;Chrysler;200;LX;Sedan;null;ca;63985;gray;black;dtg operations inc;8325;8600;11:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
1gcesbf91c8117688;3;2012;Chevrolet;Colorado;Work Truck;Extended Cab;automatic;ca;110071;white;gray;tradewinds remarketing;8925;8800;12:30:00;Wed;Dec 17 2014;cheap;high_mileage;new
1gazg1fg7c1187760;29;2012;Chevrolet;Express;LS 3500;Van;automatic;ca;45664;white;gray;the motor car group inc;17750;19500;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;new
5uxzv4c54cl759579;33;2012;BMW;X5;xDrive35i Premium;SUV;automatic;ca;24406;black;beige;financial services remarketing (lease);39700;39000;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
2c4rdgdg7cr159037;32;2012;Dodge;Grand Caravan;Crew;Minivan;null;ca;59802;silver;gray;exeter finance corp;11650;11900;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;new
1hgcs1b32ca004331;42;2012;Honda;Accord;LX-S;Coupe;automatic;ca;33096;black;black;ahfc/honda lease trust/hvt  inc. eot;12650;13600;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
km8ju3ac2cu324482;37;2012;Hyundai;Tucson;GLS;SUV;automatic;ca;42446;black;black;hyundai motor finance;14050;13500;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
5j6rm3h55cl046630;39;2012;Honda;CR-V;EX;SUV;automatic;ca;19438;burgundy;gray;ahfc/honda lease trust/hvt  inc.;18400;18600;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
5fnrl5h48cb029268;38;2012;Honda;Odyssey;EX;Minivan;automatic;ca;32967;burgundy;beige;ahfc/honda lease trust/hvt  inc. eot;18050;20100;15:00:00;Tue;Dec 30 2014;cheap;low_mileage;new
kmhdh4aexcu364575;36;2012;Hyundai;Elantra;GLS;Sedan;automatic;ca;39015;black;beige;hyundai motor finance;10100;11100;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
1hgcp2f62ca033324;4;2012;Honda;Accord;SE;Sedan;automatic;ca;28633;silver;black;ahfc/honda lease trust/hvt  inc. eot;13300;13600;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
kmhgc4dd8cu158072;42;2012;Hyundai;Genesis;3.8;Sedan;automatic;ca;35967;gold;beige;hyundai motor finance;16750;18600;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
kmhgc4ddxcu163239;43;2012;Hyundai;Genesis;3.8;Sedan;automatic;ca;72006;silver;black;hyundai motor finance;12700;14200;12:00:00;Tue;Dec 16 2014;cheap;medium_mileage;new
2gkalsekxc6314076;3;2012;GMC;Terrain;SLE-2;SUV;automatic;ca;12101;silver;black;tradewinds remarketing;17350;14950;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
1hgcp2f39ca103262;38;2012;Honda;Accord;LX;Sedan;automatic;ca;27263;silver;gray;ahfc/honda lease trust/hvt  inc. eot;12250;14100;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
19xfb2f56ce335830;41;2012;Honda;Civic;LX;Sedan;automatic;ca;103097;white;gray;ahfc/honda lease trust/hvt  inc.;9225;8800;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;new
5fnyf3h57cb025342;38;2012;Honda;Pilot;EX-L;SUV;automatic;ca;35501;black;gray;onemain rem/m&m auto traders;23900;23500;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
2hgfg3b52ch516894;21;2012;Honda;Civic;LX;Coupe;automatic;ca;44061;blue;gray;ahfc/honda lease trust/hvt  inc. eot;10400;9700;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
1hgcp2f65ca058119;21;2012;Honda;Accord;SE;Sedan;automatic;ca;25626;black;black;ahfc/honda lease trust/hvt  inc. eot;13600;13100;15:00:00;Tue;Dec 30 2014;cheap;low_mileage;new
1hgcp3f88ca039488;44;2012;Honda;Accord;EX-L V-6;Sedan;automatic;ca;25954;white;beige;bank of the west;16500;17800;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6fe1cm200356;38;2012;Infiniti;G Convertible;G37;G Convertible;automatic;ca;25421;black;black;nissan infiniti lt;25500;27500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
1gks1eef3cr155968;43;2012;GMC;Yukon;Denali;SUV;automatic;ca;64883;silver;black;fiserv/usb dealer services northstar exchange;30900;29000;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
km8nu4ccxcu197873;45;2012;Hyundai;Veracruz;Limited;SUV;automatic;ca;24444;silver;yellow;hyundai motor finance;18050;19600;12:00:00;Tue;Dec 16 2014;cheap;low_mileage;new
2hgfg3b54ch527833;25;2012;Honda;Civic;LX;Coupe;automatic;ca;25315;white;gray;ahfc/honda lease trust/hvt  inc. eot;11250;10900;15:00:00;Tue;Dec 30 2014;cheap;low_mileage;new
knafu4a25c5582848;39;2012;Kia;Forte;EX;Sedan;automatic;ca;40324;white;gray;jpmorgan chase bank n.a.;9300;10000;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
wmwsu3c53ct258129;42;2012;MINI;Cooper;Base;Hatchback;automatic;ca;54588;white;black;bmw mini financial services;12050;13000;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
salag2d45ca597047;null;2012;Land Rover;LR4;Base;SUV;automatic;ca;28289;blue;—;land rover redwood city;42200;43500;12:30:00;Wed;Dec 17 2014;medium;low_mileage;new
jthkd5bh6c2094275;45;2012;Lexus;CT 200h;Premium;Hatchback;automatic;ca;31349;white;brown;desert auto trade;20600;24250;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
sajwa4ec0cmb46109;38;2012;Jaguar;XK;XKR;Convertible;automatic;ca;14806;gray;black;jpmorgan chase bank n.a.;53800;53500;12:30:00;Thu;Dec 18 2014;medium;low_mileage;new
kndpc3a25c7335550;41;2012;Kia;Sportage;EX;SUV;automatic;ca;28510;black;gray;remarketing by ge/manheim southern california;16700;13700;15:00:00;Fri;Dec 26 2014;cheap;low_mileage;new
5xykt3a64cg309425;48;2012;Kia;Sorento;LX;SUV;automatic;ca;53444;white;beige;kia motors america  inc;12550;14500;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
wmwsu3c54ct258074;36;2012;MINI;Cooper;Base;Hatchback;automatic;ca;42890;white;—;bmw mini financial services;12950;13000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ap4cm621786;44;2012;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;52859;gray;black;nissan infiniti lt;19250;17500;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
jn1cv6ap1cm623267;44;2012;Infiniti;G Sedan;G37 Journey;G Sedan;automatic;ca;31659;white;gray;nissan infiniti lt;21600;20750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
jn1cv6ar1cm673295;47;2012;Infiniti;G Sedan;G37x;G Sedan;automatic;ca;52545;white;gray;nissan infiniti lt;19200;20500;12:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
jthbf5c26c5162917;36;2012;Lexus;IS 250;Base;Sedan;automatic;ca;23023;blue;beige;lexus financial services;22400;21500;00:00:00;Tue;Dec 23 2014;cheap;low_mileage;new
jn1by1ar9cm390553;43;2012;Infiniti;M;M37x;Sedan;automatic;ca;36721;gray;black;nissan infiniti lt;25700;27250;04:30:00;Tue;Jan 06 2015;cheap;low_mileage;new
5xykw4a2xcg255560;39;2012;Kia;Sorento;SX;SUV;automatic;ca;57480;white;black;kia motors finance;18300;19400;12:00:00;Tue;Dec 16 2014;cheap;medium_mileage;new
wddgf4hbxcr213327;38;2012;Mercedes-Benz;C-Class;C250 Sport;Sedan;automatic;ca;34087;—;black;mercedes-benz financial services;21700;20000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
3n1ab6ap1cl763961;36;2012;Nissan;Sentra;2;Sedan;automatic;ca;33730;black;gray;autonet trading;9600;10400;04:30:00;Wed;Feb 25 2015;cheap;low_mileage;new
3n1bc1cp1cl373279;34;2012;Nissan;Versa;1.8 S;Hatchback;null;ca;42619;silver;black;gm financial;7875;7600;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
wp0ad2a76cl045477;41;2012;Porsche;Panamera;S Hybrid;Sedan;automatic;ca;49288;gray;black;elad motors;52800;49750;12:30:00;Tue;Dec 16 2014;medium;medium_mileage;new
wddng7db1ca424913;35;2012;Mercedes-Benz;S-Class;S550;Sedan;automatic;ca;38680;—;brown;mercedes-benz financial services;43300;41750;04:30:00;Thu;Jan 15 2015;medium;low_mileage;new
1n4al2ap7cn406650;38;2012;Nissan;Altima;2.5 S;Sedan;automatic;ca;45288;—;black;nissan-infiniti lt;11700;11250;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
1n6bd0ct2cc446833;2;2012;Nissan;Frontier;S;King Cab;automatic;ca;227606;white;gray;o'reilly auto parts;5000;5100;12:00:00;Thu;Dec 18 2014;cheap;high_mileage;new
1n6ad0erxcc421224;21;2012;Nissan;Frontier;SV;Crew Cab;automatic;ca;81015;black;gray;jpmorgan chase bank n.a.;14200;13300;12:00:00;Thu;Dec 18 2014;cheap;medium_mileage;new
jn1az0cp4ct023001;48;2012;Nissan;Leaf;SL;Hatchback;automatic;ca;13406;black;beige;nissan motor acceptance corporation;11800;12900;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
4t1bf1fkxcu063573;28;2012;Toyota;Camry;SE;Sedan;automatic;ca;28605;silver;black;onemain rem/m&m auto traders;14750;15200;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
1c6rd6gp8cs225557;45;2012;Ram;1500;SLT;Quad Cab;automatic;ca;62646;silver;gray;symbolic motor cars;14850;15750;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
5tdzk3eh4cs059863;38;2012;Toyota;Highlander;Base;SUV;automatic;ca;31180;blue;beige;i auto sales inc;22800;21500;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbapm5c57be578428;44;2011;BMW;3 Series;335i;Sedan;automatic;ca;31517;white;gray;financial services remarketing (lease);25000;26250;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbafr7c51bc602551;47;2011;BMW;5 Series;535i;Sedan;automatic;ca;55951;black;black;meridian remarketing;25000;23300;04:30:00;Wed;Jan 28 2015;cheap;medium_mileage;new
wbadw7c51be728154;34;2011;BMW;3 Series;328i;Convertible;automatic;ca;28610;black;black;financial services remarketing (lease);26200;25000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaph5c54bf093274;43;2011;BMW;3 Series;328i;Sedan;automatic;ca;30669;white;black;financial services remarketing (lease);19950;22750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbafr1c59bds35793;39;2011;BMW;5 Series;528i;Sedan;automatic;ca;17456;gray;black;financial services remarketing (lease);28500;28500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
yv1622fs7c2099430;43;2012;Volvo;S60;T5;Sedan;automatic;ca;36438;blue;beige;fiserv/usb dealer services northstar exchange;15950;16000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbaph5g56bnn59299;43;2011;BMW;3 Series;328i;Sedan;automatic;ca;39120;blue;gray;financial services remarketing (lease);18800;19500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
4t1bk1fkxcu517509;44;2012;Toyota;Camry;SE;Sedan;automatic;ca;27262;—;black;toyota financial services;16900;18200;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
wbaph5c59bf093111;39;2011;BMW;3 Series;328i;Sedan;automatic;ca;22843;white;gray;financial services remarketing (lease);21000;22250;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
5tfty5f15cx007590;42;2012;Toyota;Tundra;Tundra;Double Cab;automatic;ca;45514;white;gray;toyota financial services;20600;21400;00:00:00;Tue;Dec 23 2014;cheap;medium_mileage;new
wbaph5g57bnn59229;37;2011;BMW;3 Series;328i;Sedan;automatic;ca;36073;gray;black;financial services remarketing (lease);19250;19500;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
yv1622fs3c2089011;22;2012;Volvo;S60;T5;Sedan;automatic;ca;20697;white;beige;fiserv/usb dealer services northstar exchange;17350;15750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
wbadx1c55be570637;43;2011;BMW;3 Series;335is;Convertible;automatic;ca;40681;black;—;financial services remarketing (lease);29900;30000;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
1g1zc5eu9bf379693;31;2011;Chevrolet;Malibu;LT1;Sedan;automatic;ca;53919;silver;black;dtg operations inc;8475;9500;11:30:00;Thu;Dec 18 2014;cheap;medium_mileage;new
1ftfx1ef7bke22718;37;2011;Ford;F-150;FX4;SuperCab;automatic;ca;29711;black;black;ford motor credit company llc pd;26200;27100;12:00:00;Thu;Jan 08 2015;cheap;low_mileage;new
1gnscke03br107876;36;2011;Chevrolet;Suburban;LTZ 1500;SUV;automatic;ca;110465;gray;black;century dealer services corp;22500;21500;12:00:00;Wed;Jan 07 2015;cheap;high_mileage;new
jn1dv6ap1bm601885;29;2011;Infiniti;G Sedan;G25;G Sedan;automatic;ca;38011;white;gray;nissan infiniti lt;16900;17000;12:30:00;Tue;Dec 16 2014;cheap;low_mileage;new
1gnscbe03br194937;36;2011;Chevrolet;Tahoe;LT;SUV;automatic;ca;68858;gray;beige;fiserv/usb dealer services northstar exchange;23300;22750;12:30:00;Tue;Dec 16 2014;cheap;medium_mileage;new
1ftfx1cf4bfa43753;null;2011;Ford;F-150;XLT;SuperCab;automatic;ca;121128;white;gray;david wilsons ford of orange;9575;8000;13:00:00;Wed;Dec 17 2014;cheap;high_mileage;new
jn1aj0hp4bm801919;34;2011;Infiniti;EX;EX35;SUV;automatic;ca;18246;blue;beige;nissan infiniti lt;23900;22500;12:30:00;Wed;Dec 17 2014;cheap;low_mileage;new
1ftfw1cf0bkd87428;39;2011;Ford;F-150;FX2;SuperCrew;automatic;ca;181395;blue;gray;nvp remarketing;17000;12250;04:00:00;Tue;Jan 06 2015;cheap;high_mileage;new
jhlre3h47bc014418;25;2011;Honda;CR-V;SE;SUV;null;ca;14402;gray;gray;ahfc/honda lease trust/hvt  inc. eot;14950;14100;12:00:00;Thu;Dec 18 2014;cheap;low_mileage;new
1ftne1ew7bda21854;5;2011;Ford;E-Series Van;E-150;E-Series Van;null;ca;95815;white;gray;ge fleet services for itself/servicer;11600;11500;12:30:00;Tue;Dec 23 2014;cheap;medium_mileage;new
jn1dv6ap8bm604444;35;2011;Infiniti;G Sedan;G25;G Sedan;automatic;ca;19916;gray;—;nissan infiniti lt;18150;18750;12:30:00;Thu;Dec 18 2014;cheap;low_mileage;new
